Time,X,Y,Angle
0.0,0.0,-0.0,-0.005372027930581183
0.01,0.004525884838510169,-2.6432029307324698e-05,-0.006309299708400123
0.02,0.00904031291342252,-5.703015221140579e-05,-0.007248980958125677
0.03,0.0135433109782086,-9.178014516493402e-05,-0.008191076036215524
0.04,0.018034905740129604,-0.00013066781015101306,-0.009135589282842499
0.05,0.0225151238602789,-0.00017367897466517016,-0.010082525021589494
0.06,0.02698399195362469,-0.00022079949169736724,-0.01103188755914195
0.07,0.031441536589052584,-0.0002720152397140122,-0.011983681184977871
0.08,0.03588778428940811,-0.000327312122639969,-0.012937910171055394
0.09,0.040322761531539415,-0.0003866760698405689,-0.013894578771497905
0.1,0.04474649474633977,-0.00045009303610362225,-0.01485369122227668
0.11,0.0491590103187902,-0.000517549001621428,-0.015815251740891056
0.12,0.05356033458800207,-0.0005890299719727855,-0.01677926452604614
0.13,0.057950493847259685,-0.0006645219781050052,-0.017745733757328026
0.14,0.06232951434406278,-0.0007440110763159206,-0.01871466359487653
0.15,0.06669742228016924,-0.0008274833482358959,-0.019686058179055433
0.16,0.07105424381163769,-0.0009149249008098426,-0.020659921630120263
0.17,0.07540000504886989,-0.0010063218662792232,-0.021636258047883536
0.18,0.07973473205665355,-0.0011016604021640687,-0.02261507151137749
0.19,0.08405845085420487,-0.0012009266912449863,-0.023596366078514442
0.2,0.08837118741521101,-0.0013041069415451706,-0.024580145785744443
0.21,0.09267296766787274,-0.0014111873863124139,-0.02556641464771059
0.22,0.09696381749494708,-0.0015221542840011195,-0.026555176656901762
0.23,0.10124376273378988,-0.0016369939182543103,-0.02754643578330283
0.24,0.10551282917639832,-0.00175569259788564,-0.028540195974042403
0.25,0.1097710425694536,-0.0018782366568614061,-0.029536461153038047
0.26,0.11401842861436352,-0.002004612454282559,-0.030535235220638918
0.27,0.11825501296730491,-0.0021348063743667103,-0.031536522053265986
0.28,0.12248082123926649,-0.0022688048264301523,-0.03254032550304972
0.29,0.1266958789960912,-0.0024065942448698555,-0.03354664939746517
0.3,0.13665294250984528,-0.0027485762961360636,-0.03594418542641239
0.31,0.14737387350731157,-0.003142910189072051,-0.03855805812336048
0.32,0.15802476448617286,-0.003561764957617294,-0.041188732251598255
0.33,0.16860604380488026,-0.004004913459107298,-0.043836269369528044
0.34,0.17911813786835373,-0.004472129638517922,-0.04650072980186141
0.35000000000000003,0.18956147113276178,-0.004963188526446272,-0.049182172595487884
0.36,0.19993646611030205,-0.005477866237091596,-0.05188065547462665
0.37,0.2102435433739812,-0.0060159399662361975,-0.054596234795265014
0.38,0.22048312156239508,-0.0065771879892263145,-0.057328965498887906
0.39,0.2306556173845087,-0.007161389658953031,-0.060078901065504474
0.4,0.2407614456244367,-0.007768325403833172,-0.06284609346597742
0.41000000000000003,0.2528521736470493,-0.00852965213946875,-0.06620389010899617
0.42,0.2665563595469417,-0.009439504829606836,-0.07007314566865322
0.43,0.28013681626231846,-0.010391025347155795,-0.07397547878523783
0.44,0.29359460434389306,-0.011383652999602636,-0.07791100471629116
0.45,0.3069307775126342,-0.01241683092460098,-0.08187983221010363
0.46,0.32014638268348294,-0.01349000607995345,-0.08588206324580702
0.47000000000000003,0.33324245998906815,-0.01460262923359413,-0.08991779276931389
0.48,0.34622004280342317,-0.015754154953570944,-0.09398710842525347
0.49,0.3601100503407745,-0.017041454080676352,-0.09842176008203136
0.5,0.37604589936346566,-0.01858928938544206,-0.1036131890463689
0.51,0.39180108689697407,-0.02019537642835869,-0.1088577051719967
0.52,0.407377586362364,-0.02185867570707002,-0.11415541013129378
0.53,0.4227773548558623,-0.023578156943738278,-0.11950638375789757
0.54,0.43800233322206095,-0.02535279905412335,-0.12491068315198901
0.55,0.4530544461271197,-0.027181590116661984,-0.13036834177678788
0.56,0.47014020818587515,-0.029348661843727388,-0.13670576683702837
0.5700000000000001,0.48771489756418684,-0.03168092725986261,-0.14338753875116697
0.58,0.5050505815233844,-0.03408613757124411,-0.15014578289806002
0.59,0.5221504468495828,-0.03656262245548335,-0.1569803569759812
0.6,0.5390176478444566,-0.03910873010814655,-0.16389105950463168
0.61,0.5561087444513138,-0.0417955181064476,-0.17107045090074757
0.62,0.5741497550408444,-0.04475090784210732,-0.17884859339972917
0.63,0.5919206927305771,-0.04778450158488045,-0.18671767414419116
0.64,0.6094255831146282,-0.05089419991852718,-0.19467706263915396
0.65,0.6266684055286171,-0.054077930001258524,-0.20272602463043934
0.66,0.6437307382007112,-0.05734880557546555,-0.210901407056883
0.67,0.6607206680052745,-0.060727570778230794,-0.21925712801061759
0.68,0.6774523484330046,-0.06417641712260042,-0.2277022846684993
0.6900000000000001,0.6939297570529461,-0.06769328345258038,-0.23623563547734913
0.7000000000000001,0.7101568237638427,-0.07127613623529508,-0.24485581200126202
0.71,0.7261564425175072,-0.07492737890374257,-0.25357180303441174
0.72,0.7419420705386124,-0.0786477639064398,-0.26238820752004366
0.73,0.7574874112905284,-0.08242856004558767,-0.27128704084507893
0.74,0.7727962414359636,-0.08626782533436812,-0.280266384018068
0.75,0.7878722909767975,-0.09016364507503223,-0.28932417859475457
0.76,0.8027571557227764,-0.09412436611618302,-0.2984818257810696
0.77,0.8174523268195473,-0.09814841404228188,-0.3077372827422366
0.78,0.8319233814863881,-0.10222394366240861,-0.31706488192532917
0.79,0.8461739205424779,-0.1063491204767761,-0.32646195699424907
0.8,0.8602074988207623,-0.11052213714608035,-0.33592569732985467
0.81,0.8740947717882124,-0.11476198108175986,-0.34549994875264883
0.8200000000000001,0.8878072210643518,-0.1190583653937917,-0.3551618960774618
0.8300000000000001,0.9013099714054227,-0.12339796141538475,-0.3648820628491539
0.84,0.9146064742840689,-0.12777903018272457,-0.3746569962228669
0.85,0.9277001354619877,-0.13219986001570383,-0.384483105237577
0.86,0.9407053312352139,-0.13669761676774647,-0.3944425311188604
0.87,0.9535359613891408,-0.14124136666276463,-0.4044659925071519
0.88,0.9661696257182218,-0.14582061862591092,-0.4145298382361958
0.89,0.9786096537129835,-0.15043371750279963,-0.42462983350872935
0.9,0.9908659891500471,-0.15508158962278729,-0.4347671848654932
