Time,Position,Velocity,Acceleration
0,0,0,0
0.00977011251944,0.000162611952525,0.0191368693835,1.28367702022
0.0195394699096,0.000432458111273,0.0312509458453,1.19590513012
0.0305100954096,0.000864166707505,0.0441968008305,1.16518826318
0.0400413252684,0.00134977232403,0.0552478176734,1.15368733136
0.0496471197838,0.00194319465014,0.066300051556,1.14749454426
0.0599819521785,0.00269830735414,0.0781393765615,1.14373825302
0.0701698519358,0.00356108489954,0.0897806001823,1.14162780713
0.0802593744446,0.0045314441609,0.10129291816,1.14046093397
0.0898020218875,0.00555540761716,0.112173090228,1.13990862044
0.0998130019441,0.00674065904925,0.123583560995,1.13973301715
0.110173037094,0.00808702765696,0.135391692951,1.13987470536
0.120067142341,0.00948667848235,0.146671344872,1.14024970518
0.129934130481,0.0109933428826,0.157924719431,1.14081468904
0.140094827647,0.0126606483237,0.169519753314,1.14156679873
0.149898643211,0.0143808715128,0.180715487495,1.14243731722
0.160088991591,0.0162845253354,0.192363013525,1.14368765562
0.170013769217,0.0182534202601,0.203719135427,1.14480533237
0.179964042871,0.0203403870116,0.215116163775,1.14604679251
0.189934388358,0.0225452072202,0.226549149937,1.14740727571
0.199920320438,0.0248676509386,0.238014169403,1.14888353403
0.209918083893,0.0273074767955,0.249508096631,1.15047348161
0.21992449754,0.0298644321575,0.261028437405,1.15217594167
0.229936836306,0.0325382533014,0.272573202478,1.15399046204
0.239952741071,0.0353286655943,0.284140811271,1.15591717911
0.249970148975,0.0382353836851,0.295730017709,1.15795671694
0.259987239029,0.0412581117037,0.307339852581,1.16011011156
0.270002389264,0.0443965434721,0.318969578371,1.16237875401
0.280014142689,0.0476503627234,0.330618653572,1.16476434732
0.29002118002,0.051019243333,0.342286704321,1.16726887373
0.300022297682,0.0545028495584,0.353973501714,1.1698945699
0.310016389933,0.0581008362905,0.365678943561,1.17264390811
0.320002434244,0.0618128493158,0.377403039662,1.17551958208
0.329979479273,0.0656385255885,0.389145899882,1.17852449638
0.339946634915,0.0695774935147,0.400907724467,1.18166175876
0.350045188119,0.0736880614238,0.412857203932,1.18498242037
0.359985987981,0.0778523950355,0.424653480511,1.1883951206
0.370048793362,0.0821874009623,0.436629831889,1.19199971643
0.379961049268,0.0865755125626,0.448463218966,1.19570268682
0.389986798352,0.0911333335073,0.460470218823,1.19960688838
0.399991821309,0.0958018977421,0.472492233795,1.20366760893
0.409975936947,0.100580778452,0.484530465358,1.20788936606
0.420056012744,0.105527702187,0.496728044199,1.21232948936
0.429994754038,0.110525831463,0.508799313513,1.21688843767
0.44002335505,0.115690956561,0.521026584298,1.22167738983
0.450024866249,0.120965266217,0.533270347787,1.22665130163
0.459999363278,0.126346712945,0.545530865138,1.23181142641
0.470050349823,0.131893366289,0.557938514355,1.23722251278
0.479968508403,0.137489208506,0.570236568405,1.24277785616
0.489958526202,0.143249152073,0.582680532281,1.24859826515
0.50001367676,0.149172456376,0.595265518041,1.25469309508
0.510033318652,0.155201003229,0.607868237681,1.26101142
0.520017828501,0.161334319258,0.620490992705,1.26756025335
0.52996752724,0.167571931181,0.633136068028,1.27434682246
0.539971052334,0.173970448001,0.645918970339,1.28144247246
