Time,Position,Velocity,Acceleration
0,0,0,0
0.0110167048557,0.000172740963651,0.0179767907173,1.06942752867
0.0201422957167,0.000401398324148,0.0274603091575,1.00330891218
0.0302005508725,0.000744337857551,0.0374227232632,0.976852669051
0.0394605632699,0.00114436346914,0.0464180883388,0.965525697747
0.0503065075442,0.00171569696951,0.0568519160636,0.958498816698
0.0603543035198,0.00234398502472,0.0664645225045,0.954859894345
0.0699008351873,0.00302917669998,0.0755702123757,0.952776060785
0.0797737312487,0.00382828566813,0.0849703420944,0.951473880366
0.0898752230456,0.00474118241996,0.0945777119672,0.95072820705
0.100140929834,0.0057677191808,0.104335667147,0.950389994355
0.110029161764,0.00685074409129,0.113732982775,0.950356298212
0.120085761104,0.00804712519057,0.123291084307,0.950548002234
0.129845243789,0.00929974977023,0.132569498941,0.950909784058
0.14016345623,0.0107222850516,0.142383733767,0.951449657819
0.15018549393,0.0122007056993,0.151922266961,0.952107960551
0.159962365187,0.013734893998,0.16123437322,0.952863309424
0.169865087854,0.0153814857198,0.170674386002,0.953732357458
0.179871914644,0.0171402177484,0.180222871497,0.954709495593
0.189965106964,0.0190108097239,0.189864148864,0.955790346055
0.200130067801,0.0209929642218,0.199585474876,0.956971540467
0.210084749047,0.0230298157157,0.209117771002,0.958215613162
0.220113408753,0.0251777006871,0.218733854541,0.959554344312
0.229957671593,0.0273798451491,0.228186589647,0.960950580812
0.240112026962,0.0297488272743,0.237951907702,0.962475238675
0.250082882977,0.0321714727151,0.247556236008,0.964055393227
0.260107976532,0.0347038378422,0.257229105075,0.965727040451
0.269968959913,0.0372893562124,0.266760379969,0.967452608082
0.280087181226,0.0400400344737,0.276558399575,0.969307406731
0.290042401738,0.042843180258,0.286217310378,0.971216174321
0.300038213281,0.045754533454,0.295935141831,0.973217156702
0.310068622022,0.0487736472158,0.305707141964,0.975311000228
0.319951513245,0.0518442716446,0.315356386798,0.977459227721
0.330041235564,0.0550775929021,0.325229914968,0.979740745014
0.33991332195,0.0583365074842,0.334912963931,0.982127883043
0.349999390776,0.0617662582851,0.344830858592,0.984585247165
0.359966400904,0.0652538634642,0.354656483766,0.987105280726
0.369995953798,0.0688622884781,0.364569583124,0.989734485877
0.380080731758,0.0725909172873,0.374564333987,0.992474028748
0.390050222229,0.0763760873918,0.384472459606,0.995278194137
0.400071094319,0.0802804101756,0.394460308715,0.998194436008
0.409981981417,0.0842404308944,0.404367762741,1.00117643341
0.419940549706,0.0883185163799,0.414353140928,1.00427221652
0.429941111497,0.0925139884467,0.424412156302,1.0074828976
0.439978415172,0.0968261538378,0.434540933509,1.01080954784
0.45004760404,0.101254304704,0.444735968818,1.01425318534
0.460007550541,0.105735545193,0.454855037818,1.0177658337
0.469997301265,0.110331580025,0.465040065201,1.02139673469
0.48001261942,0.115041668956,0.47528811754,1.0251466796
0.490049559883,0.119865058903,0.485596530579,1.02901635236
0.499980195524,0.124739354734,0.495834540472,1.03295631072
0.510052428544,0.129787181876,0.506259068136,1.03706672279
0.520017164461,0.134884639061,0.516613649056,1.04124761
0.529995373659,0.140092564211,0.527024547552,1.04554907671
0.539983982866,0.145410154976,0.537489862511,1.04997102514
0.549980107894,0.150837978198,0.548008926158,1.05451528898
0.559981039267,0.156372458691,0.558578017686,1.05917698111
0.569984229202,0.162014139336,0.56919672075,1.06395740845
0.579987279805,0.167762180402,0.579863682217,1.0688554142
0.589987932371,0.173615734006,0.590577649996,1.07386950362
0.599984057685,0.17957394458,0.601337460195,1.07899781087
0.609973647213,0.185635949316,0.612142024869,1.08423806376
0.619954805116,0.191800878607,0.622990320252,1.08958754638
0.630019743915,0.198127456686,0.633984312641,1.0950950155
0.63997690781,0.204495430055,0.644915675456,1.10065280121
0.65001093627,0.211022935192,0.655987943507,1.10636040634
0.660026471312,0.217649473687,0.667097438325,1.11216083336
0.670022232091,0.224374142684,0.678243419028,1.11804836201
0.679997008007,0.231196034977,0.689425135049,1.12401654169
0.690043489617,0.23817863236,0.700746651692,1.13013376661
0.700001737489,0.245213903973,0.712030953647,1.13625891384
0.71004520312,0.252423493029,0.723473975596,1.14250923275
0.719989268322,0.25967524987,0.734865916207,1.14876063504
0.730011274991,0.267098763608,0.746410320892,1.1551140519
0.740019082345,0.274627516017,0.758002129134,1.16149987712
0.750011090107,0.282260421463,0.769639550088,1.16790376599
0.759985789965,0.289996389441,0.781320718713,1.17430996835
0.770022618644,0.297898458296,0.79313914796,1.18075309278
0.780036453187,0.305900945167,0.804994862826,1.1871601153
0.790026149128,0.314004265439,0.816887245497,1.19351105266
0.799990635351,0.322204259585,0.828811030594,1.19978138531
0.810004094677,0.330564547171,0.840855946531,1.20599390487
0.819987746342,0.339020316821,0.852926393911,1.21207242123
