Time,X,Y,Angle
0.0,0.0,-0.0,-0.0031780189224678455
0.01,0.0033626258961208244,-1.0095220404834565e-05,-0.0028265982075264076
0.02,0.0067220275874911965,-1.900565629866542e-05,-0.002477780758372069
0.03,0.010078201700268718,-2.6743385511582717e-05,-0.002131571644181885
0.04,0.013431144878212157,-3.332046259939868e-05,-0.001787975954053361
0.05,0.01678085378266497,-3.87489188592801e-05,-0.0014469987971537873
0.06,0.020127325092539,-4.304076234538093e-05,-0.0011086453028698688
0.07,0.023470555504297958,-4.6207977884474554e-05,-0.0007729206209576514
0.08,0.026810541731941053,-4.826252709158636e-05,-0.00043982992169274473
0.09,0.03014728050698663,-4.921634838562631e-05,-0.00010937839602082758
0.1,0.03348076857845565,-4.908135700502124e-05,0.0002184287442915395
0.11,0.03681100271285539,-4.786944502334747e-05,0.000543586266505833
0.12,0.04013797969416295,-4.55924813649632e-05,0.0008660889167601782
0.13,0.04346169632380889,-4.2262311820641034e-05,0.0011859314199176945
0.14,0.04678214942066077,-3.789075906320039e-05,0.0015031084794145378
0.15,0.050099335821006806,-3.248962266314015e-05,0.0018176147771076787
0.16,0.05341325237853944,-2.607067910427087e-05,0.0021294449731223924
0.17,0.05672389596433879,-1.8645681799347254e-05,0.0024385937056994713
0.18,0.060031263466856534,-1.0226361105701285e-05,0.00274505559104216
0.19,0.0633353517918992,-8.244243408735648e-07,0.0030488252231628296
0.2,0.06663615786261187,9.548444201753262e-06,0.0033498971737293617
0.21,0.06993367861946187,2.088058323732229e-05,0.003648265991911276
0.22,0.0732279110202222,3.316035447387022e-05,0.003943926204225593
0.23,0.08041595710150377,6.323991404260576e-05,0.004580633041585676
0.24,0.08848923775323095,0.00010230172439267507,0.00528183851116342
0.25,0.09654251061934535,0.0001467048607175891,0.005966457894842966
0.26,0.1045757322833618,0.00019627850471118596,0.006634407111089635
0.27,0.11258885995746927,0.0002508526754014241,0.0072856011964150535
0.28,0.12058185148105156,0.00031025822774099343,0.007919954291234991
0.29,0.12855466531920706,0.00037432685119792824,0.008537379625675823
0.3,0.13650726056126986,0.0004428910683462195,0.00913778950533153
0.31,0.14443959691932945,0.0005157842334564234,0.009721095296973063
0.32,0.15439815802602613,0.0006134628852585966,0.010431059497350915
0.33,0.16485500741773015,0.0007231482265541793,0.011149351070834045
0.34,0.17527596463878403,0.000839411381029199,0.011836973443568117
0.35000000000000003,0.18566094251001097,0.0009618725611336897,0.012493708872874454
0.36,0.19600985575326715,0.0010901545285393252,0.013119336445150663
0.37,0.2063226209853647,0.0012238825883511284,0.013713632016074171
0.38,0.2165991567119952,0.0013626845833191817,0.014276368150662192
0.39,0.22895608677520884,0.0015364724069667382,0.014913302654739577
0.4,0.24127066736274824,0.0017166295829142751,0.015503993114901075
0.41000000000000003,0.253531976463782,0.001902365975112154,0.016047443235180595
0.42,0.26573988527094833,0.0020930453205819737,0.016543224337135478
0.43,0.2778942689290145,0.002288036694364789,0.01699090000905841
0.44,0.2906924530857353,0.002498292192679808,0.017411591522073236
0.45,0.3046226054832617,0.002732133041015966,0.01780891789154163
0.46,0.3184806018948272,0.002969079512159617,0.018139894208630693
0.47000000000000003,0.33226627493551814,0.0032081895917485006,0.018403790353614516
0.48,0.345979464152544,0.0034485306883917256,0.01859986086645062
0.49,0.3605014707706617,0.0037047635200465256,0.018733221376924736
0.5,0.37580123986016856,0.003975462543101913,0.018788632087280592
0.51,0.39100811650437256,0.004244017167671131,0.01875450853464154
0.52,0.4061219120303024,0.0045091444821402545,0.01862968071102203
0.53,0.4214640467027848,0.004775109546999286,0.018407278848350157
0.54,0.43802959581963874,0.0050570856874337985,0.018055252376149144
0.55,0.45447975751419284,0.005330003603876355,0.017586669523796648
0.56,0.47081433581167087,0.005592192858324349,0.01699976652146212
0.5700000000000001,0.48752816136832006,0.005849445299382279,0.016269159649864924
0.58,0.5051966573604256,0.006107016740990949,0.015348259619542459
0.59,0.5227252299288312,0.006345533010036572,0.014277744028570814
0.6,0.5401137088267834,0.006562906991326271,0.013055023929954362
0.61,0.5585482539808931,0.00676958881286998,0.011576491628368527
0.62,0.5771590537479308,0.00695028738954433,0.009885201701917036
0.63,0.5956032961262093,0.007098353692441359,0.008003215049515679
0.64,0.6146728639036374,0.007215344560133363,0.005831929476328655
0.65,0.6342556464626802,0.007293220866828277,0.0033521201730401986
0.66,0.6536431648435804,0.007323826954128359,0.0006349855246308623
0.67,0.6733498830935595,0.007302889063333079,-0.0024077497930137933
0.68,0.6933030069460843,0.007223213367486303,-0.005792084719528042
0.6900000000000001,0.7130406439358271,0.007081279306770355,-0.009456402485648342
0.7000000000000001,0.7326399238481133,0.006872837661655283,-0.013423367885133482
0.71,0.7520591737503586,0.006594467325966449,-0.01769409290615186
0.72,0.7712610134337246,0.0062432968791436404,-0.02226811824677406
0.73,0.7900389538472596,0.005821294265405375,-0.02709720838210551
0.74,0.8085645603887944,0.005323226440016081,-0.032225121269163645
0.75,0.8268794543182175,0.004745378271367661,-0.037669001329694404
0.76,0.8447206001233443,0.004095216137109928,-0.04334910427597007
0.77,0.86234687210777,0.003362734399567467,-0.04934567804122146
0.78,0.8797584156974453,0.00254557388964556,-0.055664650610936034
0.79,0.8966718573848114,0.0016571848014773993,-0.06219888822525913
0.8,0.9133906596460412,0.0006818575100360231,-0.06906139254912377
0.81,0.9298931558779553,-0.00038115278348636015,-0.07624864468471039
0.8200000000000001,0.9458777082109965,-0.0015112467824856465,-0.08362182218229025
0.8300000000000001,0.9616776497539675,-0.0027308551865642162,-0.0913276212198901
0.84,0.9772840837390205,-0.004041093926745659,-0.09936678974177925
0.85,0.9923227187202384,-0.005408211834178291,-0.10753502372607046
0.86,1.0071880651600955,-0.006865671826446372,-0.11603493524181177
0.87,1.021880825670173,-0.008415140816130534,-0.12487136513217753
0.88,1.0359941862800353,-0.010010560857869144,-0.13378511865555984
0.89,1.0499033549290369,-0.011690534042188509,-0.14299605204680993
0.9,1.0636526421434145,-0.013461219891896855,-0.1525346436128759
0.91,1.0769063262425387,-0.015276465061354187,-0.16215435398946065
0.92,1.0898559155952936,-0.017157522417661785,-0.1719724256663677
0.93,1.1026591404955681,-0.019126412366153107,-0.18210252616622047
0.9400000000000001,1.115159289786162,-0.021157953142038187,-0.1924138162113036
0.9500000000000001,1.1272194193902538,-0.023224709347196452,-0.20277057539395774
0.96,1.1391457319000962,-0.025375966606136245,-0.2134205000702756
0.97,1.150938934370695,-0.02761263632937181,-0.22436381051436208
0.98,1.1622715444443072,-0.02986866409196914,-0.23527817427891995
0.99,1.1734331586538231,-0.0321969941800813,-0.24642105534363554
1.0,1.1844721813537549,-0.034607655872727294,-0.25783628616917326
1.01,1.1953008691170282,-0.03708072518234473,-0.2694257291156424
1.02,1.205796112053788,-0.03958397946693398,-0.28103791186636307
1.03,1.21617756106001,-0.042166978701827625,-0.29290052178159076
1.04,1.2264459002258183,-0.044830328068979276,-0.3050101813248188
1.05,1.236458304515566,-0.04753504893857907,-0.3171857086498845
1.06,1.2462682763141948,-0.050292055733870696,-0.3294737257071362
1.07,1.2559724177080354,-0.053127258055439566,-0.3419842868681585
1.08,1.265571411807162,-0.056041143749908914,-0.35471192713027117
1.09,1.2749191697245175,-0.05898705196880508,-0.36744787877678553
1.1,1.2841355400096737,-0.061999839613128854,-0.38033827097324124
